age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
21,3,149637,10,4,0,1,4,0,0,0,25,39,<=50K
62,1,224277,10,6,11,1,4,0,0,0,40,39,<=50K
26,3,121559,9,2,2,0,4,1,0,0,40,39,<=50K
54,5,230951,13,2,3,0,4,1,0,0,40,39,>50K
18,3,345285,7,4,12,3,4,0,0,0,20,39,<=50K
65,5,28367,9,2,12,0,4,1,0,0,55,39,<=50K
41,3,320744,9,4,2,1,4,1,3325,0,50,39,<=50K
31,3,243773,5,4,7,4,4,0,0,0,20,39,<=50K
56,3,151474,5,0,12,4,4,0,0,0,40,39,<=50K
50,3,135465,13,2,3,0,4,1,0,0,50,39,>50K
22,3,210781,13,4,0,3,4,0,0,0,35,39,<=50K
36,2,359001,10,2,11,0,4,1,0,0,48,39,<=50K
48,3,119471,16,2,10,0,1,1,0,0,40,19,>50K
30,3,226396,9,2,7,5,4,0,0,0,30,39,<=50K
35,3,283122,10,2,13,0,4,1,0,0,45,39,<=50K
37,5,326400,9,2,14,0,4,1,0,0,30,39,<=50K
32,0,169186,9,2,8,0,4,1,0,0,5,39,<=50K
56,3,158752,14,2,3,5,4,0,0,0,50,39,<=50K
29,0,208406,9,4,8,1,4,1,0,0,35,39,<=50K
41,3,96741,12,0,12,4,4,1,0,0,40,39,<=50K
38,6,255191,9,4,7,1,4,1,0,0,40,39,<=50K
34,3,177733,5,5,6,4,4,0,0,0,35,6,<=50K
54,6,137815,8,4,7,3,4,1,4101,0,40,39,<=50K
36,0,187203,11,0,8,3,4,1,0,0,50,39,<=50K
42,3,168515,11,0,10,1,4,0,0,0,40,39,<=50K
33,3,122672,9,2,4,0,4,1,0,0,50,39,<=50K
21,3,195199,9,4,10,3,4,0,0,0,30,39,<=50K
69,2,179813,6,2,14,0,4,1,0,0,10,39,<=50K
32,3,178623,12,4,12,1,2,0,0,0,46,38,<=50K
50,3,41890,9,2,2,0,4,1,0,0,40,39,<=50K
40,3,373050,8,2,7,0,4,1,0,0,40,0,<=50K
45,3,80430,9,0,7,1,4,0,0,0,40,39,<=50K
31,3,198613,9,2,0,0,4,1,0,0,35,39,<=50K
24,3,330571,13,2,10,5,4,0,0,0,40,39,<=50K
28,3,209205,13,4,10,1,4,1,0,0,60,39,>50K
21,3,132243,12,4,7,3,4,0,0,0,5,39,<=50K
43,5,237670,11,0,3,1,4,1,0,0,25,39,<=50K
22,3,193586,9,4,12,1,4,0,0,0,25,39,<=50K
62,5,197353,9,2,2,0,4,1,0,1740,40,39,<=50K
21,5,74538,10,4,13,1,4,1,0,0,25,39,<=50K
37,3,89718,10,2,14,0,4,1,0,0,45,39,<=50K
34,3,93169,10,0,7,4,2,0,0,0,40,39,<=50K
74,5,292915,13,2,3,0,4,1,0,1825,12,39,>50K
43,3,328570,10,0,6,4,2,0,0,0,38,39,<=50K
25,3,312157,10,4,10,1,4,0,0,0,40,39,<=50K
43,3,193459,7,2,5,0,4,1,0,0,40,39,<=50K
23,3,236804,7,2,7,0,4,1,0,0,40,39,<=50K
33,3,126223,9,5,6,4,2,0,0,0,40,39,<=50K
51,6,172281,13,2,3,0,4,1,0,0,35,39,>50K
64,3,153894,13,4,12,4,4,0,0,0,40,29,<=50K
35,3,331395,10,4,3,1,4,1,0,0,50,39,<=50K
69,5,92472,6,3,4,1,4,1,3273,0,45,39,<=50K
32,3,318647,13,2,3,0,4,1,0,0,48,39,>50K
20,3,332931,10,4,7,3,4,0,0,0,40,39,<=50K
66,4,76212,9,2,14,0,4,1,0,0,50,39,>50K
31,3,301168,10,4,2,1,4,1,0,0,40,22,<=50K
22,3,440969,10,4,7,3,4,0,0,0,24,39,<=50K
32,3,154950,15,4,10,1,4,1,0,0,40,39,<=50K
23,3,218343,12,4,12,3,4,0,0,0,40,39,<=50K
21,3,239577,10,4,0,3,4,1,0,0,40,39,<=50K
36,3,247936,9,2,7,5,1,0,0,0,2,36,<=50K
62,2,203525,4,2,2,0,4,1,2829,0,40,39,<=50K
24,3,182342,9,4,5,1,4,1,0,0,40,39,<=50K
45,3,25649,10,2,14,0,4,1,7298,0,50,39,>50K
27,3,243569,7,2,5,0,4,1,3942,0,40,39,<=50K
38,3,187870,15,2,10,0,4,1,0,2415,90,39,>50K
20,0,289116,10,4,8,3,4,0,0,0,5,39,<=50K
30,3,487330,10,2,6,0,4,1,0,0,30,39,<=50K
17,0,34019,6,4,8,3,4,1,0,0,20,39,<=50K
17,0,250541,7,4,8,3,2,1,0,0,8,39,<=50K
21,5,318987,11,2,4,0,4,1,0,0,40,39,<=50K
56,5,140558,9,2,12,0,4,1,0,0,40,39,<=50K
59,2,303455,14,6,10,4,4,0,4787,0,60,39,>50K
37,5,76855,10,0,3,4,4,0,0,0,40,39,<=50K
52,3,308764,10,0,3,4,4,0,0,0,40,39,<=50K
50,1,339905,10,2,3,0,4,1,0,0,40,39,>50K
55,3,227856,13,2,3,0,4,1,7298,0,60,39,>50K
55,3,156430,13,2,10,0,4,1,0,0,40,39,>50K
45,0,98265,9,0,8,1,4,0,0,0,40,39,<=50K
72,3,116640,10,2,10,0,4,1,3471,0,20,39,<=50K
39,3,187167,10,0,3,1,4,0,0,0,40,39,<=50K
28,3,184078,8,0,6,1,4,0,0,0,40,39,<=50K
38,3,108140,13,0,13,2,4,1,0,0,40,39,<=50K
44,3,150533,10,5,2,1,4,1,0,1876,55,39,<=50K
51,5,313702,9,4,12,1,4,1,0,0,40,39,<=50K
20,3,39803,10,4,7,3,4,1,0,1719,36,39,<=50K
25,3,252752,10,4,14,1,4,0,0,0,45,39,<=50K
52,3,111700,10,0,12,2,4,0,0,0,20,39,>50K
45,3,361842,9,6,2,1,4,0,0,0,40,39,<=50K
17,3,231438,7,4,0,3,4,0,0,0,12,39,<=50K
20,3,178469,9,4,7,3,1,0,0,0,15,0,<=50K
64,2,116620,14,2,10,0,4,1,0,0,25,39,<=50K
34,3,112212,9,2,0,0,4,1,0,1485,40,39,<=50K
74,5,109101,10,2,3,0,4,1,0,0,4,39,<=50K
58,1,72998,7,0,2,1,2,0,14084,0,40,39,>50K
44,3,147265,14,2,10,0,4,1,0,0,40,39,>50K
23,6,314645,12,4,0,1,4,0,0,0,25,39,<=50K
23,3,444554,9,4,5,3,4,1,0,0,50,39,<=50K
27,3,129629,11,4,13,2,4,0,0,0,36,39,<=50K
34,3,106761,13,2,12,0,4,1,0,0,45,39,>50K
18,3,189924,9,4,12,3,4,0,0,0,24,39,<=50K
33,3,311194,7,4,12,4,2,0,0,0,17,39,<=50K
50,5,89737,10,2,2,0,4,1,0,0,48,39,<=50K
47,3,49298,9,0,12,1,4,1,0,0,50,39,<=50K
50,4,190333,15,2,10,0,4,1,99999,0,55,39,>50K
18,3,251923,7,4,12,3,4,0,0,0,15,39,<=50K
49,2,298445,15,2,10,5,4,0,0,1977,60,39,>50K
34,3,180284,10,2,5,0,4,1,0,0,50,39,<=50K
51,3,154342,14,2,10,0,4,1,7688,0,45,39,>50K
56,6,68658,10,2,3,0,4,1,0,0,40,39,>50K
64,3,203783,9,6,0,4,4,0,0,0,8,39,<=50K
23,3,250037,10,4,4,1,4,0,0,0,50,39,<=50K
33,3,158688,10,2,14,0,4,1,0,0,40,39,<=50K
43,3,214781,14,2,3,0,4,1,0,0,45,39,<=50K
60,1,404023,9,0,3,1,4,1,10520,0,40,39,>50K
57,6,109015,8,0,7,4,4,0,0,0,40,39,<=50K
22,3,194630,13,4,12,1,4,1,0,0,45,39,<=50K
23,3,239375,13,4,6,3,4,1,0,0,40,39,<=50K
54,3,35576,10,2,12,0,4,1,0,2415,50,39,>50K
39,1,363630,9,2,0,0,2,1,7688,0,52,39,>50K
32,5,182926,14,4,10,1,4,1,0,0,40,39,<=50K
20,3,117222,10,4,13,3,4,1,0,0,15,39,<=50K
30,3,110643,10,4,3,1,4,1,0,0,52,39,<=50K
56,5,170217,9,2,4,0,4,1,0,0,45,39,<=50K
34,3,193285,9,2,5,0,4,1,0,0,40,39,<=50K
32,3,161075,9,4,2,4,4,1,0,0,40,39,<=50K
59,3,322691,14,2,10,0,4,1,0,0,50,39,>50K
19,3,229431,10,4,10,3,4,1,0,0,11,39,<=50K
60,0,106282,5,6,8,1,4,0,0,0,40,39,<=50K
29,3,105694,9,2,5,0,4,1,0,0,42,39,<=50K
24,3,199883,10,2,2,0,4,1,0,0,60,39,<=50K
41,6,100800,14,0,10,1,4,1,0,0,35,39,<=50K
23,3,256278,4,2,5,2,3,0,0,0,30,8,<=50K
32,3,156464,9,2,12,0,4,1,0,1902,50,39,>50K
51,4,129525,9,4,12,2,4,1,0,0,40,0,<=50K
18,3,285013,9,4,12,3,4,1,0,0,10,39,<=50K
28,3,248911,10,4,3,3,4,0,0,0,40,0,<=50K
33,0,369386,10,2,8,5,4,0,5178,0,40,39,>50K
38,3,219902,9,5,14,4,2,0,0,0,30,39,<=50K
29,3,375482,13,4,10,1,4,1,0,0,50,9,<=50K
25,3,169124,9,2,14,0,4,1,0,0,45,39,<=50K
31,3,183000,15,4,13,1,4,1,0,0,55,39,<=50K
34,3,28053,13,3,0,1,4,0,0,0,25,39,<=50K
34,3,242984,9,2,3,0,4,1,0,1887,45,39,>50K
66,6,132055,9,2,3,0,4,1,0,1825,40,39,>50K
62,3,223975,4,2,10,0,4,1,0,0,20,39,<=50K
58,3,357788,9,2,2,0,2,1,0,0,40,39,<=50K
40,3,406811,9,5,3,4,4,0,0,0,40,2,<=50K
24,3,154422,13,4,3,3,1,0,0,0,40,30,<=50K
47,3,140644,9,2,3,0,4,1,0,0,40,39,>50K
19,3,355477,9,4,7,3,2,1,0,0,25,39,<=50K
32,3,151773,10,2,2,0,4,1,0,0,45,39,<=50K
51,6,341548,10,0,0,1,4,0,0,0,40,39,<=50K
25,3,512771,5,2,14,0,4,1,0,0,45,39,<=50K
60,0,141580,14,2,8,0,4,1,0,0,40,39,<=50K
22,3,48988,10,4,14,1,4,1,0,0,40,39,<=50K
29,3,201022,13,2,3,5,4,0,0,0,50,39,>50K
20,3,82777,9,2,12,3,4,1,0,0,40,39,<=50K
42,3,152676,4,0,2,4,4,1,0,0,40,33,<=50K
18,3,115815,9,4,6,3,4,1,0,0,20,39,<=50K
23,3,168009,6,2,6,3,1,0,0,0,40,40,<=50K
28,3,213152,13,2,0,0,4,1,0,0,40,0,>50K
55,3,89690,13,0,10,1,4,0,0,0,40,39,>50K
40,3,126868,9,0,6,1,2,1,0,0,40,39,<=50K
52,3,95128,10,0,12,1,4,1,0,0,50,39,<=50K
37,3,185567,9,0,6,4,4,1,0,0,40,39,>50K
21,3,301408,10,4,12,3,4,0,0,1602,22,39,<=50K
35,3,216256,11,4,7,1,4,1,0,0,60,39,<=50K
45,3,182541,10,0,6,4,4,1,0,0,48,39,<=50K
39,3,172855,9,0,0,4,2,0,0,0,40,39,<=50K
54,3,68684,9,2,2,0,4,1,0,0,44,39,<=50K
42,3,364832,4,0,12,1,4,0,0,0,40,39,<=50K
26,0,264300,10,2,8,5,4,0,0,0,20,39,<=50K
59,4,349910,12,2,2,0,4,1,0,0,40,39,<=50K
42,3,276218,9,2,12,5,4,0,0,0,40,39,>50K
22,3,251196,10,4,11,3,2,0,0,0,20,39,<=50K
33,3,196898,13,4,10,1,4,0,0,0,40,39,<=50K
39,3,58343,10,2,6,0,4,1,0,0,40,39,>50K
18,4,101061,7,4,4,3,4,1,0,0,70,39,<=50K
46,3,415051,10,2,12,0,2,1,0,0,60,39,>50K
24,3,174043,13,4,7,1,4,1,0,0,40,39,<=50K
28,3,129460,11,2,5,5,4,0,0,0,30,7,<=50K
21,6,110946,9,4,0,3,4,0,0,0,43,39,<=50K
22,3,313873,7,4,2,3,4,1,0,0,30,39,<=50K
56,1,255386,10,2,0,0,1,1,0,0,40,25,<=50K
21,3,191497,10,4,12,3,4,0,0,0,20,39,<=50K
17,3,128617,6,4,5,3,4,1,0,0,26,39,<=50K
29,3,368949,10,2,5,0,4,1,0,0,40,0,>50K
28,2,263600,9,2,11,0,4,1,0,0,40,39,>50K
62,3,257277,9,6,0,1,4,0,0,0,38,39,<=50K
39,3,339442,9,5,6,1,2,1,2176,0,40,39,<=50K
30,2,289442,9,4,11,1,4,1,0,0,40,39,<=50K
20,0,162667,7,4,8,4,4,1,0,0,40,8,<=50K
18,2,466325,7,4,0,3,4,1,0,0,12,39,<=50K
54,3,142169,9,4,5,3,4,1,0,0,40,39,<=50K
49,3,252079,10,2,14,0,4,1,0,0,40,39,>50K
33,6,119628,16,2,10,0,1,1,0,0,50,17,<=50K
50,3,175804,13,2,12,0,4,1,0,0,40,39,>50K
57,3,70720,9,2,7,0,4,1,0,0,78,39,<=50K
50,6,201513,9,0,0,3,4,0,0,0,40,39,<=50K
45,3,257609,13,2,3,0,4,1,0,0,40,39,>50K
41,3,124692,10,2,3,3,4,1,0,0,40,39,>50K
23,3,268525,9,2,6,0,4,1,0,0,48,39,<=50K
23,3,250630,13,4,12,1,4,0,0,0,40,39,<=50K
47,3,180277,9,2,0,5,4,0,0,0,40,18,<=50K
39,5,191342,13,2,3,0,1,1,0,0,50,35,<=50K
29,3,250967,11,2,6,0,4,1,0,1887,48,39,>50K
46,3,153254,9,2,6,0,2,1,0,0,40,39,<=50K
68,3,171933,4,2,2,0,4,1,0,0,40,39,<=50K
62,3,211408,11,2,13,0,4,1,0,0,40,39,>50K
43,3,48193,12,2,13,0,4,1,0,0,40,39,<=50K
35,3,22463,9,2,2,0,4,1,0,0,40,39,<=50K
21,3,440969,9,4,0,3,4,0,0,0,40,39,<=50K
21,6,164922,10,4,5,3,4,1,0,0,40,39,<=50K
41,2,134524,11,0,2,4,4,0,0,0,45,39,<=50K
61,3,176689,9,2,14,0,4,1,0,0,40,39,<=50K
24,3,220993,9,4,2,1,4,1,0,0,50,39,<=50K
21,3,512828,9,4,11,3,2,1,0,0,40,39,<=50K
37,2,65291,11,4,11,1,4,0,0,0,40,39,<=50K
69,3,197080,8,2,14,0,4,1,9386,0,60,39,>50K
49,1,181657,10,0,3,1,4,0,0,0,50,39,<=50K
55,3,190257,9,2,4,0,4,1,0,0,53,39,>50K
21,3,238068,9,2,6,0,4,1,0,0,40,39,<=50K
18,3,337046,6,4,7,3,4,1,0,0,40,39,<=50K
26,3,187248,9,2,10,1,2,1,0,0,40,39,<=50K
20,0,250037,10,4,8,3,4,0,0,0,18,0,<=50K
46,3,285750,9,2,4,0,4,1,4064,0,55,39,<=50K
23,3,260617,6,4,2,1,4,1,0,0,40,39,<=50K
48,3,216999,9,2,2,0,4,1,0,0,40,39,>50K
36,3,531055,9,2,2,0,4,1,0,1902,48,39,>50K
42,6,121265,14,0,10,1,4,1,0,0,40,39,<=50K
41,2,184466,14,2,10,0,4,1,0,0,38,39,>50K
45,3,297676,12,6,12,4,4,0,0,0,40,5,<=50K
52,3,114228,9,0,2,1,4,1,3325,0,40,39,<=50K
22,2,121144,13,4,10,3,2,0,0,0,18,39,<=50K
20,3,26842,10,4,6,1,4,0,2176,0,40,39,<=50K
27,3,113054,9,5,6,1,4,1,0,0,43,39,<=50K
36,3,256636,9,0,3,1,4,1,0,0,40,39,<=50K
34,3,152246,9,2,14,0,0,1,0,0,52,39,<=50K
38,3,108140,14,2,10,0,4,1,0,0,50,39,>50K
20,0,203353,10,4,8,3,4,0,0,0,40,39,<=50K
47,3,207207,9,0,12,4,4,0,0,0,45,39,<=50K
21,3,115420,9,2,2,0,4,1,0,0,50,39,<=50K
33,3,80058,9,4,14,1,4,1,0,0,40,39,<=50K
31,2,48520,12,4,11,4,4,1,0,0,40,39,<=50K
61,3,411652,8,2,2,0,4,1,0,0,40,26,<=50K
46,3,154405,6,2,5,0,2,1,0,0,45,39,<=50K
55,2,104917,14,2,10,0,2,1,0,0,40,39,>50K
19,6,261422,10,4,10,3,4,1,0,0,40,39,<=50K
39,3,48915,9,2,6,0,4,1,0,0,40,39,>50K
61,3,172037,9,2,7,0,4,1,0,0,40,39,<=50K
28,3,144833,10,2,5,0,4,1,0,0,40,39,<=50K
28,3,275116,6,2,14,0,4,1,0,0,40,39,<=50K
61,0,72886,9,2,8,0,4,1,0,0,38,39,>50K
61,3,103575,9,2,2,0,4,1,0,0,37,39,<=50K
54,3,200783,10,2,12,0,4,1,0,0,40,39,<=50K
50,4,152810,10,2,6,0,4,1,0,0,70,11,<=50K
37,2,44694,14,2,10,5,4,0,0,0,45,39,>50K
17,0,48703,7,4,8,3,4,0,0,0,30,39,<=50K
56,3,91905,9,2,12,5,4,0,0,0,4,39,<=50K
31,3,168906,13,0,3,1,4,0,0,0,50,39,>50K
32,6,147215,13,2,3,5,4,0,0,0,55,39,>50K
28,3,153546,7,0,7,4,4,0,0,0,40,39,<=50K
34,3,35595,11,2,13,0,4,1,0,0,40,39,<=50K
33,3,225507,6,4,7,3,4,0,0,0,25,39,<=50K
42,3,345504,11,0,0,1,4,0,0,0,35,39,<=50K
64,3,137205,11,2,2,0,4,1,0,0,48,39,<=50K
29,3,327779,10,2,5,0,4,1,0,0,20,39,<=50K
45,3,362883,10,2,14,0,4,1,0,0,40,39,<=50K
48,3,131309,14,2,10,0,4,1,0,0,45,39,>50K
44,3,188331,10,5,13,1,4,0,0,0,38,39,<=50K
34,1,194740,10,4,0,1,4,1,0,0,40,39,<=50K
40,3,43711,9,4,6,1,4,1,0,0,45,39,<=50K
45,3,187033,9,2,2,0,4,1,0,2051,40,39,<=50K
23,3,233923,10,4,7,3,4,0,0,0,20,39,<=50K
51,3,84278,13,2,10,0,4,1,0,0,55,39,>50K
24,3,437666,9,2,2,0,4,1,2885,0,50,39,<=50K
57,3,186386,13,6,10,4,4,1,10520,0,40,39,>50K
23,3,129767,10,4,0,1,4,0,0,1721,40,39,<=50K
34,3,180284,10,2,4,0,4,1,0,0,40,39,>50K
36,3,108320,9,0,6,1,4,1,4101,0,40,39,<=50K
56,4,75214,15,2,10,0,4,1,0,0,32,39,>50K
42,3,284758,9,0,3,4,4,0,0,0,40,39,<=50K
45,4,188330,13,2,3,0,4,1,0,0,60,39,<=50K
38,3,333651,13,2,10,0,4,1,15024,0,70,39,>50K
29,2,115305,11,2,11,0,4,1,7688,0,40,39,>50K
54,3,172962,13,0,10,1,4,1,0,1340,40,39,<=50K
40,3,198096,9,2,6,0,4,1,0,0,40,39,>50K
29,3,163265,9,2,14,0,4,1,0,0,40,39,<=50K
35,1,128608,13,4,3,3,4,1,0,0,40,39,<=50K
47,3,107460,9,5,3,4,4,0,0,0,37,39,<=50K
51,3,251841,11,4,3,1,4,0,0,0,43,39,<=50K
28,3,403671,9,4,7,2,4,1,0,0,40,26,<=50K
58,3,159378,9,2,6,0,4,1,0,0,45,39,>50K
24,3,170070,9,4,6,3,4,0,0,0,25,39,<=50K
46,6,192323,9,0,3,1,4,1,0,0,40,39,<=50K
57,3,135796,6,2,6,0,2,1,0,0,48,39,<=50K
22,3,232985,9,4,5,2,4,1,0,0,20,39,<=50K
28,3,34532,13,4,13,1,2,1,0,0,30,23,<=50K
17,0,371316,6,4,8,3,4,1,0,0,25,39,<=50K
23,3,236994,9,4,12,3,4,1,0,0,60,39,<=50K
19,3,208366,9,4,5,1,4,1,0,0,40,39,<=50K
66,6,102640,9,6,10,4,2,0,0,0,35,39,<=50K
38,3,111377,10,2,3,0,4,1,0,0,55,39,<=50K
39,1,472166,10,0,3,4,2,0,0,0,40,39,<=50K
39,0,86551,8,2,8,0,4,1,0,0,40,39,<=50K
47,3,70943,9,2,6,0,4,1,5178,0,40,39,>50K
39,3,294919,9,0,14,3,4,1,0,0,60,39,<=50K
22,3,408383,10,4,14,3,4,1,0,0,40,39,<=50K
36,3,255454,9,4,2,3,2,1,0,0,30,39,<=50K
32,3,193260,10,2,6,0,1,1,0,0,40,30,<=50K
29,0,191935,9,4,8,1,4,1,0,0,40,39,<=50K
43,2,125461,13,4,10,1,4,1,0,0,40,39,<=50K
51,3,97005,9,2,2,0,4,1,0,0,40,39,<=50K
32,6,167049,8,4,0,4,4,0,0,0,40,39,<=50K
34,3,185216,10,4,0,3,4,1,0,0,40,39,<=50K
51,3,161838,11,2,2,0,4,1,0,0,57,39,<=50K
38,3,165848,13,2,12,0,4,1,0,0,44,39,<=50K
21,3,138816,9,4,5,3,2,1,0,0,20,39,<=50K
33,5,99761,13,4,7,1,4,0,0,0,15,39,<=50K
34,3,112139,9,2,2,0,4,1,0,0,40,39,<=50K
32,3,129020,9,2,3,0,4,1,0,0,40,39,<=50K
38,0,365465,11,4,8,3,4,1,0,0,15,39,<=50K
27,5,259873,9,2,7,0,2,1,0,0,60,39,>50K
35,4,89622,10,2,12,0,4,1,0,0,50,39,>50K
29,6,201556,13,4,10,1,4,1,0,0,50,39,<=50K
40,3,176286,9,2,2,0,4,1,0,0,40,39,<=50K
46,3,192894,4,2,4,0,2,1,0,0,30,39,<=50K
37,3,172232,9,4,7,4,2,0,0,0,30,39,<=50K
38,5,163204,9,2,2,0,4,1,3411,0,25,39,<=50K
37,3,265737,10,2,3,0,2,1,0,1887,60,5,>50K
44,3,215304,13,2,10,0,4,1,0,0,45,39,>50K
25,3,185952,14,4,10,1,4,1,0,0,30,39,<=50K
38,3,216845,9,4,12,4,4,1,0,0,42,39,<=50K
34,2,35683,12,0,0,4,4,0,0,0,10,39,<=50K
50,5,371305,9,2,12,0,4,1,0,1902,60,39,>50K
46,3,102359,10,2,3,0,4,1,0,0,50,39,>50K
47,6,207120,11,2,3,0,4,1,0,0,38,39,>50K
46,3,295334,16,2,10,0,4,1,0,0,60,39,>50K
34,3,234537,12,0,12,1,4,1,0,0,40,39,<=50K
61,3,142922,9,2,14,0,4,1,0,0,40,39,<=50K
55,6,181641,10,0,10,1,2,0,0,0,37,39,<=50K
36,3,185325,9,4,14,1,4,1,0,0,35,39,<=50K
28,3,167336,10,4,3,1,4,0,10520,0,40,39,>50K
22,3,379778,9,4,7,1,4,1,0,0,40,39,<=50K
34,3,176117,10,4,12,3,2,0,0,0,35,39,<=50K
33,3,100228,10,4,6,1,2,1,0,0,40,39,<=50K
27,3,150296,9,4,7,3,4,0,0,0,32,39,<=50K
43,1,25005,14,2,5,0,4,1,5013,0,12,39,<=50K
55,3,134120,6,2,2,0,4,1,99999,0,40,39,>50K
39,5,251710,6,3,7,1,4,0,0,1721,15,39,<=50K
20,3,653574,10,4,7,3,4,1,0,0,33,8,<=50K
38,3,175441,9,4,5,1,2,1,0,0,40,39,<=50K
30,3,333119,10,4,2,1,4,1,0,0,40,39,<=50K
21,3,89154,7,4,7,3,4,1,0,0,42,8,<=50K
60,3,198727,9,2,10,0,4,1,0,0,30,39,<=50K
43,3,87284,10,4,5,1,4,1,0,0,40,39,<=50K
36,3,180686,9,2,2,0,4,1,0,0,45,39,>50K
23,3,227070,10,4,7,4,4,0,0,0,48,8,<=50K
57,2,189824,10,2,5,0,2,1,7298,0,40,39,>50K
25,2,348986,9,4,5,2,2,1,0,0,40,39,<=50K
38,3,96185,9,0,7,4,2,0,0,0,32,39,<=50K
22,3,112693,9,2,2,0,4,1,0,0,35,39,<=50K
61,5,140300,9,4,12,1,4,0,0,0,44,39,<=50K
28,3,340408,10,0,2,1,4,1,0,0,46,39,<=50K
17,0,187539,7,4,8,3,4,0,0,0,10,39,<=50K
21,3,237051,10,4,7,3,4,0,0,0,25,39,<=50K
49,3,175622,14,2,10,0,4,1,0,0,40,39,<=50K
37,3,389725,8,0,2,3,4,1,0,0,35,39,<=50K
23,3,182812,10,4,7,3,4,0,0,0,40,6,<=50K
38,5,245372,10,2,10,0,4,1,3137,0,50,39,<=50K
34,2,93886,13,2,10,5,4,0,0,0,46,39,>50K
21,3,502837,9,4,6,3,4,0,0,0,40,29,<=50K
27,6,212232,10,2,3,0,2,1,0,0,40,39,>50K
57,3,300104,9,2,2,0,4,1,0,0,84,39,>50K
22,3,156933,9,4,5,3,2,1,0,0,25,39,<=50K
20,3,286734,10,4,0,1,3,0,0,0,35,39,<=50K
49,4,143482,10,2,10,5,4,0,0,0,65,39,>50K
38,3,226357,9,2,2,0,4,1,0,0,40,39,<=50K
40,3,104892,13,2,13,0,4,1,0,0,40,39,<=50K
44,3,223194,9,2,2,0,2,1,0,1485,40,14,<=50K
37,5,272090,10,2,0,5,4,0,0,0,20,39,<=50K
57,3,204816,14,0,10,1,4,1,0,0,30,39,<=50K
56,3,230039,4,4,7,3,4,0,0,0,30,39,<=50K
41,3,242619,12,0,10,1,4,1,0,0,80,39,<=50K
50,5,131982,9,2,7,0,1,1,0,0,60,35,<=50K
33,3,87310,5,4,6,1,4,1,0,0,50,39,<=50K
29,3,134566,14,2,12,0,4,1,0,0,20,39,<=50K
28,1,163862,13,2,3,0,4,1,5178,0,40,39,>50K
35,3,239409,6,2,6,0,4,1,0,0,50,39,<=50K
36,3,203717,9,0,2,4,4,1,0,0,40,39,<=50K
45,3,172274,16,0,10,4,2,0,0,3004,35,39,>50K
30,5,65278,12,4,2,3,4,1,0,0,40,39,<=50K
35,4,135289,9,2,7,0,4,1,0,0,60,39,<=50K
27,3,246974,11,2,12,0,4,1,0,0,40,39,<=50K
22,3,180060,9,4,3,1,4,1,0,0,40,41,<=50K
24,3,118023,10,4,5,3,4,1,0,0,30,39,<=50K
47,3,102308,13,2,10,0,4,1,0,0,50,39,>50K
47,3,45564,10,2,3,0,4,1,0,0,40,39,>50K
18,3,137646,7,4,7,3,4,0,0,0,15,39,<=50K
18,3,237646,10,4,0,3,4,1,0,0,30,39,<=50K
31,2,189843,9,0,11,1,4,1,0,0,47,39,>50K
43,5,118261,14,0,7,4,4,0,0,0,30,39,<=50K
45,3,288437,9,2,14,0,3,1,4064,0,40,39,<=50K
39,3,106347,9,2,14,0,4,1,0,0,40,39,<=50K
30,3,316471,13,4,0,1,4,1,0,0,50,39,<=50K
22,3,50058,10,4,0,1,4,0,0,0,35,39,<=50K
30,5,182089,9,2,4,0,4,1,0,0,85,39,<=50K
36,3,186865,16,2,10,0,4,1,0,0,60,39,>50K
20,6,158206,12,4,10,1,4,1,0,0,30,39,<=50K
27,3,141545,9,2,14,0,4,1,0,1902,45,39,<=50K
59,2,50929,10,2,3,0,4,1,0,0,60,39,>50K
60,3,132529,9,2,2,0,4,1,0,0,40,39,<=50K
43,3,260696,13,0,3,1,4,0,0,0,40,39,<=50K
35,3,231180,9,0,14,1,4,1,0,0,60,39,<=50K
40,3,223277,13,2,0,0,4,1,0,0,50,39,>50K
20,3,279538,7,2,5,2,4,1,2961,0,35,39,<=50K
47,3,46044,14,2,3,0,4,1,0,0,40,39,<=50K
40,3,168071,12,0,10,1,4,1,0,0,50,39,<=50K
20,3,79691,9,4,6,3,4,1,0,0,40,39,<=50K
75,0,114204,10,2,8,0,4,1,0,0,13,39,<=50K
25,3,124111,10,4,0,3,4,0,0,0,40,39,<=50K
47,3,104521,11,2,10,0,4,1,0,0,40,39,>50K
29,5,128516,12,6,12,4,4,0,0,0,40,39,>50K
34,3,112564,9,2,14,0,4,1,0,0,45,39,<=50K
45,6,32186,13,5,10,1,4,0,0,0,40,39,<=50K
23,3,239663,10,4,5,3,4,1,2597,0,50,39,<=50K
46,3,269284,12,6,0,4,4,0,0,0,40,39,<=50K
41,6,175537,10,0,6,1,2,0,0,0,38,39,<=50K
29,3,444304,13,2,10,0,4,1,0,0,40,39,>50K
17,3,27415,7,4,5,3,0,1,0,0,20,39,<=50K
39,3,174343,5,2,2,0,4,1,0,0,40,39,<=50K
37,3,148143,9,4,6,4,2,0,0,0,40,39,<=50K
34,3,209213,9,2,6,0,2,1,0,0,40,0,<=50K
20,3,165097,9,4,2,1,4,1,0,0,40,39,<=50K
18,0,51574,9,4,8,3,1,0,0,1602,38,39,<=50K
